,Unnamed: 0,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year,File Name,Content,Subjectivity/Objectivity,topic
169,169,7356005133848743211,2024-04-09T18:57:13,64.0,US,,2270.0,70.0,89.0,74900.0,The GOP says Court Packing is VERY BAD… unless they do it,False,,theprogressiveparamedic,Dan | Paramedic,,,,,,False,Republican Attorneys General Assn,2021,@theprogressiveparamedic_video_7356005133848743211.txt," And yet another example of elections have consequences. Arizona Attorney General says she will not enforce states abortion ban, and she won election by less than 300 votes. 300. And I saw this and I didn't know this. And did you know that Arizona Republicans packed the Supreme Court in Arizona in 2016? Because I didn't. Yep, that's right. Republicans have packed courts recently. It's funny how packing the Supreme Court would be. Just outrageous and the worst thing possible, but yet in other states they've done this exact thing for partisan gain recently. Yep, Republicans have already packed state Supreme courts. Oh, would you look at that? Georgia did it too. It's just everything they do is partisan. For power. And when they argue it would be wrong to, you know, expand the Supreme Court, it's just because they don't like the results and what would happen. But you don't think if they could, they would stack the court worse than it already is? Please, they would do it in the heartbeat.",subjective,supreme
170,170,7237997169930685738,2023-05-27T18:45:50,46.0,US,,585.0,17.0,14.0,4371.0,#kenpaxton #texas #impeachment #impeached #trump #attorneygeneral #republicans #gop #maga,False,,disastrophefilms,Jason Lewis,,,,,,False,Republican Attorneys General Assn,2021,@disastrophefilms_video_7237997169930685738.txt," Oh, that's how you what? It is just a gorgeous day. To watch Republicans fight amongst themselves. Ken Paxton, Texas Attorney General, was just voted to be impeached by the Texas House overwhelmingly, like 80% of people in his own party voted to give us the boot, making him only the third person in the entire history of their legislature to get impeached. Of course, Maga is all crying and caring and all over Twitter and through social. My dude, the man is a criminal. He made promises for campaign donations. He abused power. He acted like he was about to law. So he should come to us, prize to literally nobody that had bloated twice and pieced orange former president would come to his offense. At least we know that there are some Republicans that still believe in the rule of law. Good job, Texas.",subjective,political corruption
171,171,7257347471201062190,2023-07-18T22:14:56,253.0,US,,209.0,57.0,58.0,1015.0,Replying to @𝑨𝒍𝒍𝒊𝒔𝒐𝒏 ✌🏻   #kentucky #stopdanielcameron #teamkentucky #kentuckyforreproductivefreedom ,False,,itslindsay_b,ItsLindsay_b,,,,,,False,Republican Attorneys General Assn,2021,@itslindsay_b_video_7257347471201062190.txt," So, it's just a week ago, we covered Tennessee's Republican Attorney General, seizing the private medical records of trans people in that state. Well, here's the lead in a breaking news story in the Tennessee and newspaper tonight. Tennessee's Attorney General wants the state to be able to investigate and compel information on out-of-state abortions. These are your private medical records. They are taking them already from trans people in Tennessee. Now they want to take them from any Tennessee woman who has had an abortion in another state. In another state, yeah, if you live in Tennessee and you need to get an abortion, well, Republicans have instituted an abortion ban in Tennessee. So you can't get one in Tennessee anymore. You will need to travel out of state, but Tennessee's Republican Attorney General now says he intends to effectively follow you out of state to get your medical records to see if you got an abortion somewhere else, even in the state where it's legal. That's the Tennessee in tonight. And oh, look, it's also in Kentucky. Tonight in the Louisville Courier Journal, the Kentucky Attorney General wants Kentuckian's out-of-state abortion records to be available to authorities. Oh, it's not just Tennessee. It's also Kentucky. Oh, and look, here it is in Arkansas, too, today in the Arkansas Times. Arkansas Attorney General wants to know about your out-of-state abortion. It's happening with the Republican Attorney General in Arkansas, too. Oh, and look, here tonight. Here it is in Georgia. Georgia Attorney General. And here it is in Mississippi. Mississippi's Attorney General. This is from Mississippi today, a nonprofit news organization, which was actually first to break this story with this headline, Mississippi's Attorney General wants to make info on out-of-state abortions available to Mississippi authorities. Mississippi has banned abortion. There is no abortion clinic left in Mississippi. So if you live in Mississippi and you need to get an abortion, you will need to figure out how to get yourself out of Mississippi and into a state where you can legally get one. But the Republicans in state government in Mississippi say they will effectively follow you out of the state. By virtue of the fact that you are a Mississippi resident, sorry, they now claim the right to seize your medical records from like a clinic in New York or an Illinois or wherever else you go. They claim the right to follow you there and take your private medical records from there for their own law enforcement purposes. And I just showed you headlines from Mississippi, Kentucky, Tennessee, Arkansas, Georgia. But it is actually 19 different states where Republican officials are going for this now. 19 Republican Attorney Generals in 19 states have signed on to a letter to the Biden administration saying they want the right to go after women's private medical records anywhere in the country, include all the states where abortion is legal. They want to follow their residents all over the country to see if that woman might be getting an abortion or some other kind of reproductive care anywhere. They want the records and they claim the right to go get them. Alabama, Alaska, Arkansas, Georgia, Idaho, Indiana, Kentucky, Louisiana, Mississippi, Missouri, Montana, Nebraska, North Dakota, Ohio, South Carolina, South Dakota, Tennessee, Texas, Utah, Republican attorneys general in all of those states have sent this letter to the Biden administration about their right as they see it to get your private medical records. And they mean it for women getting an abortion or potentially fertility treatment or any kind of reproductive care, potentially contraception. And yes, also gender affirming care of any kind. They claim the right to go take your private medical records to see what you're up to with that kind of care, no matter where you have gone to get it.",subjective,reproductive
172,172,7259036386638990635,2023-07-23T11:28:51,249.0,US,,34.0,4.0,8.0,428.0,,False,,fly_guy60,BoomerDude60,,,,,,False,Republican Attorneys General Assn,2021,@fly_guy60_video_7259036386638990635.txt," So, it was just a week ago. We covered Tennessee's Republican Attorney General seizing the private medical records of trans people in that state. Well, here's the lead in a breaking news story in the Tennessee and newspaper tonight. Tennessee's Attorney General wants the state to be able to investigate and compel information on out-of-state abortions. These are your private medical records. They are taking them already from trans people in Tennessee. Now they want to take them from any Tennessee woman who has had an abortion in another state. In another state, yeah, if you live in Tennessee and you need to get an abortion, well, Republicans have instituted an abortion ban in Tennessee. So you can't get one in Tennessee anymore. You will need to travel out of state, but Tennessee's Republican Attorney General now says he intends to effectively follow you out of state to get your medical records to see if you got an abortion somewhere else, even in the state where it's legal. That's the Tennessee in tonight. And oh, look, it's also in Kentucky. Tonight in the Louisville Courier Journal, the Kentucky Attorney General wants Kentuckians out of state abortion records to be available to authorities. Oh, it's not just Tennessee. It's also Kentucky. Oh, and look, here it is in Arkansas, too, today in the Arkansas Times. Arkansas Attorney General wants to know about your out-of-state abortion. It's happening with the Republican Attorney General in Arkansas, too. Oh, and look, here tonight, here it is in Georgia, Georgia Attorney General. And here it is in Mississippi, Mississippi's Attorney General. This is from Mississippi today, a nonprofit news organization, which was actually first to break this story with this headline, Mississippi's Attorney General wants to make info on out-of-state abortions available to Mississippi authorities. Mississippi has banned abortion. There is no abortion clinic left in Mississippi. So if you live in Mississippi and you need to get an abortion, you will need to figure out how to get yourself out of Mississippi and into a state where you can legally get one. But the Republicans in state government in Mississippi say they will effectively follow you out of the state. By virtue of the fact that you are a Mississippi resident, sorry, they now claim the right to seize your medical records from like a clinic in New York or in Illinois or wherever else you go. They claim the right to follow you there and take your private medical records from there for their own law enforcement purposes. And I just showed you headlines from Mississippi, Kentucky, Tennessee, Arkansas, Georgia. But it is actually 19 different states where Republican officials are going for this now. 19 Republican Attorney Generals in 19 states have signed on to a letter to the Biden administration saying they want the right to go after women's private medical records anywhere in the country, all the states where abortion is legal. They want to follow their residents all over the country to see if that woman might be getting an abortion or some other kind of reproductive care anywhere. They want the records and they claim the right to go get them. Alabama, Alaska, Arkansas, Georgia, Idaho, Indiana, Kentucky, Louisiana, Mississippi, Missouri, Montana, Nebraska, North Dakota, Ohio, South Carolina, South Dakota, Tennessee, Texas, Utah, Republican attorneys general in all of those states have sent this letter to the Biden administration about their right as they see it to get your private medical records. And they mean it for women getting an abortion or potentially fertility treatment or any kind of reproductive care, potentially contraception. And yes, also gender affirming care of any kind. They claim the right to go take your private medical records to see what you're up to with that kind of care, no matter where you have gone to get it.",subjective,reproductive
173,173,7284040472220290346,2023-09-28T20:37:23,99.0,US,,99.0,4.0,8.0,571.0,#listencarefully #listen #equality #fair #attorneygeneral #ag #merrickgarland #hearing #testimony #politics #political #prosecute #court #standforwhatisright #equalrights #america #usa #tiktok #tiktokviral #tiktokvideo #tiktokpolitics #unitedstates #wow #awesome #amazing #dedication #yes #dotherightthing #lovethis #loveit #omg #ohno #watchout #sheriffsintown #sheriff ,False,,cringeymuckraker,Cringey Muckraker,,,,,,False,Republican Attorneys General Assn,2021,@cringeymuckraker_video_7284040472220290346.txt," There is not one set of laws for the powerful and another for the powerless, one for the rich, and another for the poor, one for Democrats, and another for Republicans, or different rules, depending upon one's race, or ethnicity, or religion. Our job is to pursue justice without fear or favor. Our job is not to do what is politically convenient. Our job is not to take orders from the President, from Congress, or from anyone else about who or what to criminally investigate. As the President himself has said, and I reaffirmed today, I am not the President's lawyer. I will add I am not Congress's prosecutor. The Justice Department works for the American people. Our job is to follow the facts and the law, and that is what we do. All of us recognize that with this work comes public scrutiny, criticism, and legitimate oversight. These are appropriate and important given the matters and the gravity of the matters that are before the Department. But singling out individual career public servants who are just doing their jobs is dangerous, particularly at a time of increased threats to the safety of public servants and their families. We will not be intimidated. We will do our jobs free from outside influence, and we will not back down from defending our democracy.",subjective,justice pursuit
174,174,7220871751109217582,2023-04-11T15:10:39,27.0,US,,10700.0,436.0,888.0,84000.0,It is insane. #greenscreen #greenscreenvideo #fyp ,False,,harryjsisson,Harry,,,,,,True,Republican Attorneys General Assn,2021,@harryjsisson_video_7220871751109217582.txt," Republicans are out of their minds because Iowa's newly elected Republican Attorney General, this woman right here, is now blocking emergency contraception for assault victims. So just think about that for a second. If a woman is a Sultan and she wants to make sure that she's safe and not having her assault her baby, the Republican Attorney General of Iowa is now saying, um, sorry, can't do that for you. Republicans in these states are going to continue to go after women's rights unless we the voters step in.",subjective,women's
175,175,7272959087413955882,2023-08-29T23:56:07,167.0,US,,62.0,5.0,5.0,385.0,#duet with @Mamasaysiyall #Duet ,False,,vicky.8010,vicky8010,,,,,,False,Republican Attorneys General Assn,2021,@vicky.8010_video_7272959087413955882.txt," This is an amazing story. I can't believe this is real, it's real. This is the Republican Attorney General of Texas, his name is Ken Paxton, although he is not currently serving as Attorney General because he has been suspended from office by the Texas legislature pending an impeachment trial. Now how bad do things have to be for the Republicans in the Texas legislature to impeach their own Republican Attorney General? Well, where do we start? Almost the entire time he's been Attorney General, he's been under indictment for felony securities fraud. Meanwhile, he's facing potential disbarment from the practice of law entirely over his efforts to overturn the results of the 2020 election. Also he's under criminal investigation by the U.S. Justice Department on serious corruption allegations. Allegations so serious that eight high-ranking officials in his own office went to the FBI to report what they had witnessed in his office. Earlier this year, Paxton reached a multi-million dollar settlement in a lawsuit for allegedly firing several of those officials as retaliation for them going to the FBI. It has been a lot with this guy, but hilariously, it was only when Paxton demanded that Texas taxpayers fork over the millions of dollars to pay that settlement that Republicans in the legislature finally started to get a little bit cranky with him. The Texas House impeached Ken Paxton by an overwhelming margin. So that means the Texas Senate now has to put him on trial. They'll hold an impeachment trial in September. If he's convicted at that Senate impeachment trial, he will lose his job permanently. Now here's where it gets amazing. That trial will be presided over by the president of the Senate, the Lieutenant Governor of the State, a man named Dan Patrick. As the presiding judge overseeing Paxton's impeachment trial, he'll have immense power. He'll be the ultimate arbiter of the rules and the admissibility of evidence and all that stuff. Here's the thing I can't believe is real, but it is. So Dan Patrick, the guy who's the presiding judge in this impeachment trial, just had to release his new campaign finance report. And would you look at that? He just received three million dollars from the Ken Paxton Superback. Wow, what a coincidence. Dan Patrick isn't even up for reelection until 2026. All he has coming up is this impeachment trial that he has to run in a few weeks. And here's the pack for the defendant in that impeachment trial, dumping three million dollars on his porch just ahead of the trial. Wow, everything is bigger in Texas.��. Amazing.",subjective,political corruption
176,176,7242509972964248878,2023-06-08T22:37:52,27.0,US,,105.0,1.0,43.0,3232.0,"Earlier, Republican state attorneys general and a group of conservatives sued to stop the program, alleging it was an illegal abuse of executive power. #catchupnews #biden #students ",False,,catchupnews,CatchUp,,,,,,False,Republican Attorneys General Assn,2021,@catchupnews_video_7242509972964248878.txt," President Biden vetoed Republican bill to repeal student debt relief plan. I'm not going to back down to my efforts to help tens of minutes of working in middle-class families. That's why I'm going to veto this bill. Biden's plan is supposed to help cancel up to $20,000 of student debt for tens of millions of Americans. However, plan was criticized by Republicans as being too costly for taxpayers and unfair to Americans who didn't attend college. Despite the veto, program is still under threat as the court will decide whether the debt relief plan will continue.",subjective,student debt
177,177,7301812774538071338,2023-11-15T17:03:06,8.0,US,,495.0,13.0,10.0,5143.0,#greenscreen #donaldtrump #stateattorneygeneral #republican #gagorder #trump2024 #court #news #information ,False,,kentucky_girll_,🇺🇲Kentuckygirl🇺🇲,,,,,,False,Republican Attorneys General Assn,2021,@kentucky_girll__video_7301812774538071338.txt," Let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go",subjective,not english
178,178,7281305803452091690,2023-09-21T11:45:27,48.0,US,,441.0,4.0,46.0,13000.0,House Republicans accused Attorney General Merrick Garland of the “weaponization” of the Justice Department’s work in favor of President Biden’s son Hunter. Garland said he and the DOJ “will not be intimidated” by outside pressure on how to do their jobs at the start of the hearing before the #Republican-led House committee.  #news #politics #HunterBiden #bideninvestigation #yahoonews ,False,,yahoonews,Yahoo News,,,,,,True,Republican Attorneys General Assn,2021,@yahoonews_video_7281305803452091690.txt," Has anyone from the White House provided direction at any time to you personally or to any senior officials at the DOJ regarding how the Hunter Biden investigation was to be carried out? Have you had personal contact with anyone at FBI headquarters about the Hunter Biden investigation? I don't recollect the answer to that question, but the FBI works for the Justice Department. The binocularsations at the handling of the Hunter Biden matter is an example of a two-tiered system of justice. What's your response to that allegation? Justice Department treats everyone alike, regardless of party, regardless of ethnicity, regardless of wealth. I understand that people may not understand why particular investigations are conducted in particular ways until all the facts come out. That's what we have a court for.",subjective,justice department
179,179,7272936535459171630,2023-08-29T22:28:27,167.0,US,,86.0,2.0,4.0,493.0,#duet with @Snapbacknow #Duet ,False,,denisedzubur,Denise Dzubur,,,,,,False,Republican Attorneys General Assn,2021,@denisedzubur_video_7272936535459171630.txt," This is an amazing story. I can't believe this is real, it's real. This is the Republican Attorney General of Texas, his name is Ken Paxton, although he is not currently serving as Attorney General because he has been suspended from office by the Texas legislature pending an impeachment trial. Now how bad do things have to be for the Republicans in the Texas legislature to impeach their own Republican Attorney General? Well, where do we start? Almost the entire time he's been Attorney General, he's been under indictment for felony securities fraud. Meanwhile he's facing potential disbarment from the practice of law entirely over his efforts to overturn the results of the 2020 election. Also he's under criminal investigation by the U.S. Justice Department on serious corruption allegations. Allegations so serious that eight high ranking officials in his own office went to the FBI to report what they had witnessed in his office. Earlier this year, Paxton reached a multi-million dollar settlement in a lawsuit for allegedly firing several of those officials as retaliation for them going to the FBI. It has been a lot with this guy, but hilariously it was only when Paxton demanded that Texas taxpayers fork over the millions of dollars to pay that settlement that Republicans in the legislature finally started to get a little bit cranky with him. The Texas House impeached Ken Paxton by an overwhelming margin. So that means the Texas Senate now has to put him on trial. They'll hold an impeachment trial in September. If he's convicted at that Senate impeachment trial, he will lose his job permanently. Now here's where it gets amazing. That trial will be presided over by the president of the Senate, the Lieutenant Governor of the State, a man named Dan Patrick. As the presiding judge overseeing Paxton's impeachment trial, he'll have immense power. He'll be the ultimate arbiter of the rules and the admissibility of evidence and all that stuff. Here's the thing I can't believe is real, but it is. So Dan Patrick, the guy who's the presiding judge in this impeachment trial, just had to release his new campaign finance report. And would you look at that? He just received three million dollars from the Ken Paxton Superback. Wow, what a coincidence. Dan Patrick isn't even up for reelection until 2026. All he has coming up is this impeachment trial that he has to run in a few weeks. And here's the pack for the defendant in that impeachment trial dumping three million dollars on his porch just ahead of the trial. Wow, everything is bigger in Texas. Amazing.",subjective,political corruption
180,180,7280976719534673195,2023-09-20T14:28:25,191.0,US,,4311.0,159.0,484.0,90800.0,Part 1: Attorney General #merrickgarland  testifies before the #housejudiciarycommittee during intense oversight hearing! #republicansoftiktok #conservativetiktok ,False,,republicanreflections,RepublicanReflections,,,,,,False,Republican Attorneys General Assn,2021,@republicanreflections_video_7280976719534673195.txt," Attorney General Merrick Garland just testified before the House Judiciary Committee. He's not doing too well with his answers. Take a look. Can you tell us about any briefings or discussions that you personally have had with Mr. Wies, regarding any and all federal investigations of Hunter Biden? I'm going to say again, I promised the Senate that I would not interfere with Mr. Wies. So you have not... I'm just under oath today. Your testimony is you have not had any discussions with Mr. Wies about this matter? Under oath, my testimony today is that I promised that the Senate I would not intrude in his investigation. I do not intend to discuss the internal justice department deliberations whether or not I had them. Oh, okay. So your testimony today is you're not going to tell us whether you've had discussions with Mr. Wies. My testimony today is I told the committee that I would not interfere. I made clear that Mr. Wies would have the authority to bring cases that he thought were appropriate. Okay. Mr. Wies is right. All right. Okay. Let me stop. Let me stop. For a second time, sir, are you aware that FBI officials have come before this committee and they have stated that there was a cumbersome bureaucratic process that Mr. Wies had to go through to bring charges in another judicial district? You know that? I'm not aware, but that's not true. There's nothing cumbersome about the process. So those whistleblowers are lying to us under oath? Those whistleblowers are lying. I can say that. Their description of the process cumbersome is an opinion. It's not a fact question. All I have to do is sign a section. Okay. All right. Let me get to the fact. Mr. Wies has been the lead prosecutor on the 100-Biden case since 2018, correct? I'm sorry. Mr. Wies has been the lead prosecutor on the 100-Biden case since 2018. Now, here's the question. He's been the lead prosecutor since he was appointed by President Trump. Okay. Why? Let me ask you. Why has the Justice Department dragged this investigation out for so long? Does it really take years to determine if 100-Biden lied on a federal form related to person if are? Mr. Wies was a long time career prosecutor. President Trump appointed him as the... You're not answering the question. Is that standard procedure? Should it take that long to make such a simple determination? I'm answering the question. Mm-hmm. Give me an opportunity to do so. Okay. He was charged with that investigation under the previous administration. He's continued. He knows how to conduct investigations. And I have not intruded or attempted to evaluate that. Because that was the promise I made to the Senate. The whistleblowers gave us testimony about serious misconduct at the Justice Department in regards to the preferential treatment of 400-Biden. Has your office requested an investigation into that? There are well-known processes for how whistleblowers make their claims. I am a strong proponent of whistleblowers and a strong defender. We have an Inspector General's Office. We have an Office of Professional Responsibility. That is the way in which complaints from whistleblowers should be and are appropriately handled. That's not even the most troubling part about his testimony. Hit the follow button if you'd like to stay updated for parts two and three. And let me know in the comments whether or not you think Attorney General Garland will be held in contempt of Congress.",subjective,justice department
181,181,7160620388760685870,2022-10-31T06:25:13,42.0,US,,1107.0,36.0,42.0,12100.0,#voteblue ,False,,mrsdayo1,💋,,,,,,False,Republican Attorneys General Assn,2021,@mrsdayo1_video_7160620388760685870.txt," He is prosecutors dealing facts and evidence. And I'm not like the clowns that throw stuff against the wall and see what sticks. Clowns? Clowns. Can I say that? Yes. I think that there were a lot of clowns out there that they saw what they wanted to see. What is the Simon Garfunkal line that a man hears what he wants to hear in disregards the rest. There was a lot of that going on. It's going on in the top Arizona races where the Republican for Governor is a denier. We had a fraudulent election, a corrupt election, and we have an illegitimate president sitting in the White House. It's like a giant grift in some ways. A grift, a swindle is what you're saying. Yes.",subjective,election
182,182,7359015422353607979,2024-04-17T21:38:30,108.0,US,arizona,3452.0,54.0,417.0,92800.0,"#Arizona Republicans blocked the Democrats' second attempt to repeal the state's 1864 abortion ban, with the motion falling short by just one vote. The state attorney general says if the ban isn't repealed, it will go into effect in June. #news #abortin #abortionban ",False,,cbseveningnews,CBSEveningNews,,,,,,True,Republican Attorneys General Assn,2021,@cbseveningnews_video_7359015422353607979.txt," The motion to overrule my ruling fails today Arizona House Democrats pleaded with Republicans to allow a vote to overturn the abortion ban. We are the representatives of the people and the people want this repealed. This is what we are arguing about right now whether or not we should overturn something that is archaic. Something that is going to really impact women in Arizona despite high profile Republicans like former president Trump saying the ban goes too far. The attempt to repeal it didn't get enough votes. Democrats needed 31 votes to prevail and were just one vote short. They had hoped at least two Republicans would repeal the effort in the end only one did. Some of us have believed that abortion is in fact the murder of children. Opponents of abortion rights welcome today's outcome. We need to save freedom in our state. We need to save our Constitution. Our our rights are under threat every single day, including the right to life. Arizona Democrats also tried to repeal the ban last week, but were prevented by the Republican majority. Today abortion rights advocates vowed to press on. Any extreme ban will kill women and pregnant people. It will force pregnancy on people who cannot or do not want to have a child. They see they've gathered enough signatures for a November ballot initiative that would restore abortion rights until fetal viability, which doctors say is between 23 and 24 weeks. I don't have the words to describe how angry I am about it. This is the reason why I'm out here is to be the part of this community. Abortion is currently legal in Arizona up to 15 weeks. The state attorney general says if the ban isn't repealed, it could go into effect as early as June. Nora, Elise Preston, thank you very much.",subjective,abortion
183,183,7337338934940388654,2024-02-19T10:42:52,86.0,US,,3749.0,10.0,116.0,22400.0,conservative attorney generals are a special kind of evil 💀 #kansas #ally #lgbtq #education ,False,,headintheoffice,headintheoffice,,,,,,False,Republican Attorneys General Assn,2021,@headintheoffice_video_7337338934940388654.txt," The Republican Attorney General in Kansas, Chris Kobach, has written several letters to school districts in Kansas demanding that public schools outstutants to their parents by informing them if their student identifies as transgender or non-binary while they're at school. A.G. Kobach has said, quote, failing to disclose when a child is socially transitioning or identifying as non-binary at school violates a parent's rights. I want to zero in here on the fact that he said socially transition. We're not talking about medical intervention at this point. We're not talking about them taking hormones or puberty blockers or anything like that. We are purely talking about them using maybe a different name, maybe a different pronouns. And I gotta think that if a student is not telling their parent about their gender identity, there's probably a good reason for that. And the fact that he wants the state to intervene in four schools to out their kids is only going to harm trans and non-binary students. That's the point. It's also the fact that he said, schools should not socially transition students. As if schools are the ones who are facilitating the social transition and not the fact that like you said, kids are using school as a safe place to express themselves when their parents may be violent or abusive. Schools are not socially transitioning your children. Your children may decide to undergo social transition at school. And the school is kind of just a banal factor in that. There's something that exists in the background. It's not why they're socially transitioning.",subjective,gender identity
184,184,7257372657031695662,2023-07-18T23:52:37,181.0,US,,67.0,7.0,9.0,851.0,#duet with @MSNBC NEWS #trump #privatemedicalrecords#abortion#trans#ourcountryisbroken #attourneygeneralseizingprivatemedicalrecords #thishastostopnow ,False,,halloweensam1,Sammie,,,,,,False,Republican Attorneys General Assn,2021,@halloweensam1_video_7257372657031695662.txt," So, it was just a week ago. We covered Tennessee's Republican Attorney General seizing the private medical records of trans people in that state. Well, here's the lead in a breaking news story in the Tennessee and newspaper tonight. Tennessee's Attorney General wants the state to be able to investigate and compel information on out-of-state abortions. These are your private medical records. They are taking them already from trans people in Tennessee. Now they want to take them from any Tennessee woman who has had an abortion in another state. In another state, yeah, if you live in Tennessee and you need to get an abortion, well, Republicans have instituted an abortion ban in Tennessee. So you can't get one in Tennessee anymore. You will need to travel out of state. But Tennessee's Republican Attorney General now says he intends to effectively follow you out of state to get your medical records to see if you got an abortion somewhere else, even in the state where it's legal. That's the Tennessee in tonight. And oh, look, it's also in Kentucky. Tonight in the Louisville Courier Journal, the Kentucky Attorney General wants Kentuckians out of state abortion records to be available to authorities. Oh, it's not just Tennessee. It's also Kentucky. Oh, and look, here it is in Arkansas, too, today in the Arkansas Times. Arkansas Attorney General wants to know about your out of state abortion. It's happening with the Republican Attorney General in Arkansas, too. Oh, and look, here tonight, here it is in Georgia, Georgia Attorney General, and here it is in Mississippi, Mississippi's Attorney General. This is from Mississippi today, a nonprofit news organization, which was actually first to break this story with this headline. Mississippi's Attorney General wants to make info on out of state abortions available to Mississippi authorities. Mississippi has banned abortion. There is no abortion clinic left in Mississippi. So if you live in Mississippi and you need to get an abortion, you will need to figure out how to get yourself out of Mississippi and into a state where you can legally get one. But the Republicans and state government in Mississippi say they will effectively follow you out of the state. I virtue of the fact that you are a Mississippi resident. Sorry. They now claim the right to seize your medical records from like a clinic in New York or in Illinois or wherever else you go. They claim the right to follow you there and take your private medical records from there for their own law enforcement purposes. And I just showed you headlines from Mississippi, Kentucky, Tennessee, Arkansas, Georgia, but it is actually 19 different states where Republican officials are going for this now. 19 Republican Attorney Generals in 19 states have signed on",subjective,abortion
185,185,7257521377517833515,2023-07-19T09:30:01,155.0,US,,132600.0,43500.0,7752.0,1200000.0,#duet with @BlueSky2  #votethem♥️allout #voteblue ,False,,paulkirk.manhunter,Paul Kirk,,,,,,False,Republican Attorneys General Assn,2021,@paulkirk.manhunter_video_7257521377517833515.txt," 19 Republican Attorney General in 19 states have signed on to a letter to the Biden administration saying they want the right to go after women's private medical records anywhere in the country, include all the states where abortion is legal. They want to follow their residents all over the country to see if that woman might be getting an abortion or some other kind of reproductive care anywhere. They want the records and they claim the right to go get them. Alabama, Alaska, Arkansas, Georgia, Idaho, Indiana, Kentucky, Louisiana, Mississippi, Missouri, Montana, Nebraska, North Dakota, Ohio, South Carolina, South Dakota, Tennessee, Texas, Utah, Republican, attorneys, general in all of those states have sent this letter to the Biden administration about their right as they see it to get your private medical records. And they mean it for women getting an abortion or potentially fertility treatment or any kind of reproductive care, potentially contraception. And yes, also gender-affirming care of any kind. They claim the right to go take your private medical records to see what you're up to with that kind of care, no matter where you have gone to get it. How can you get away from something like this? I mean, if this is what they say they want to do and it is, how do you get away from it? The reason they've written to the Biden administration saying they claim this right is because the Biden administration says they should not have the right to do this. The Biden administration is trying to assert federally that attorneys general from states where abortion is banned can't follow their residents to other states to see if they're getting banned care from someplace where it's legal. Beyond those efforts to protect this at the federal level from the Biden administration, you've also started to see blue states places like New York and Washington state that have also passed state laws saying that nobody should be able to get private medical records like this. Just because you've banned abortion in your state doesn't mean you can effectively enforce it in mind. But here's 19 Republican states, 19 Republican state attorney general saying they're going for it. And maybe they already are. When reporter Joe Sanka from the Louisville Courier Journal today asked the Kentucky Attorney General's Office if they have already pursued private medical records from Kentucky women who've had medical treatment in other states, the Attorney General's Office didn't give Joe Sanka an answer. He says he has still not heard back from the Attorney General's Office about this, which leaves open the possibility that maybe they are already doing this, maybe they are already trying or getting these medical records. They used to say that the Republican Party was the party of limited government. This is a lot of things, but this is not that.",subjective,reproductive
186,186,7279990519185329450,2023-09-17T22:41:31,24.0,US,,37.0,0.0,6.0,356.0,#duet with @GirafficDesign #texas #fyp ,False,,libra81_215,❤️🖤💚🌻,,,,,,False,Republican Attorneys General Assn,2021,@libra81_215_video_7279990519185329450.txt, The Board of Managers presented overwhelming evidence that Ken Paxson is the most corrupt politician in the state of Texas at this time. And the Republicans in the Texas Senate just returned him to the office of top cop. I will rely on what I said on the floor of the Texas House. God help us.,subjective,corrupt
